"id_doorvaart";"dag";"maand";"jaar";"volgnummer";"schipper_voornamen";"schipper_patroniem";"schipper_tussenvoegsel";"schipper_achternaam";"schipper_plaatsnaam";"soort_korting";"korting_muntsoort1";"korting_bedrag1";"korting_muntsoort2";"korting_bedrag2";"korting_muntsoort3";"korting_bedrag3";"subtotaal1_muntsoort1";"subtotaal1_bedrag1";"subtotaal1_muntsoort2";"subtotaal1_bedrag2";"subtotaal1_muntsoort3";"subtotaal1_bedrag3";"subtotaal2_muntsoort1";"subtotaal2_bedrag1";"subtotaal2_muntsoort2";"subtotaal2_bedrag2";"subtotaal2_muntsoort3";"subtotaal2_bedrag3";"totaal_muntsoort1";"totaal_bedrag1";"totaal_muntsoort2";"totaal_bedrag2";"totaal_muntsoort3";"totaal_bedrag3";"totaal_muntsoort4";"totaal_bedrag4";"totaal_muntsoort5";"totaal_bedrag5";"privilege";"opmerking_bron";"opmerking_invoerder";"naam_invoerder";"datum_opgevoerd";"dirnummer";"tonnage";"belasting_korting";"hulp";"hulp1";"hulp2"
"1007276";"9";"8";"1812";"973";"J. J.";"";"";"Anderson";"Uddevalla";"Føring";"Skilling";"5";"";"";"";"";"Daler";"4 1/2";"Skilling";"5";"";"";"Daler";"4 1/2";"";"";"";"";"Daler";"5 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"30-06-11";"290";"Drægtig 6 1/2 læster";"";"";"";" "
"1007708";"9";"8";"1812";"974";"Anders";"";"";"Helberg";"Uddevalla";"Føring";"Skilling";"7";"";"";"";"";"Daler";"5";"Skilling";"1";"";"";"Daler";"4 1/2";"Skilling";"18";"";"";"Daler";"5 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"30-06-11";"290";"Drægtig 6 1/2 læster";"";"";"";" "
"1007925";"9";"8";"1812";"975";"Johan";"";"";"Anderson";"Gottenborg";"Føring";"Skilling";"13";"";"";"";"";"Daler";"7 1/2";"Skilling";"7";"";"";"Daler";"7";"Skilling";"18";"";"";"Daler";"8";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"30-06-11";"290";"Drægtig 10 læster";"";"";"";" "
"1009648";"9";"8";"1812";"976";"Gustaf";"";"";"Berg";"Strømstad";"Føring";"Skilling";"14";"";"";"";"";"Daler";"8";"Skilling";"20";"";"";"Daler";"8";"Skilling";"6";"";"";"Daler";"12";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"01-07-11";"290";"";"";"";"";" "
"1009665";"9";"8";"1812";"977";"Johan";"";"";"Hult";"Skipperskrogen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"7";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"01-07-11";"290";"";"";"";"";" "
"1028422";"12";"1";"1812";"6";"Hans";"";"";"Olsen";"Kiøbenhavn";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"13-07-11";"289";"Jagten drægtig 9 1/2 læster";"";"";"";" "
"1028450";"14";"1";"1812";"7";"J. J.";"";"de";"Vries";"Flensborg";"";"";"";"";"";"";"";"Daler";"97 1/2";"";"";"";"";"";"";"";"";"";"";"Daler";"101 1/2";"";"";"";"";"";"";"";"";"";"Stuk Deense tekst";"";"";"13-07-11";"289";"";"";"";"";" "
"1028495";"15";"1";"1812";"0";"C. F. N.";"";"";"Steinmitz";"Kiøbenhavn";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"";"";"13-07-11";"289";"Baaden drægtig 4 læster";"";"";"";" "
"1028505";"16";"1";"1812";"8";"Joh.";"";"";"Jespersen";"Christiania";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1";"";"";"";"";"";"";"";"";"";"";"";"";"13-07-11";"289";"Jagten drægtig 14 læster";"";"";"";" "
"1028522";"16";"1";"1812";"9";"Ole";"";"";"Petersen";"Tonsberg";"Føring";"Skilling";"14";"";"";"";"";"";"";"";"";"";"";"Daler";"8 1/2";"";"";"";"";"Daler";"10 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"13-07-11";"289";"Skibet drægtig 26 læster";"";"";"";" "
