"id_doorvaart";"dag";"maand";"jaar";"volgnummer";"schipper_voornamen";"schipper_patroniem";"schipper_tussenvoegsel";"schipper_achternaam";"schipper_plaatsnaam";"soort_korting";"korting_muntsoort1";"korting_bedrag1";"korting_muntsoort2";"korting_bedrag2";"korting_muntsoort3";"korting_bedrag3";"subtotaal1_muntsoort1";"subtotaal1_bedrag1";"subtotaal1_muntsoort2";"subtotaal1_bedrag2";"subtotaal1_muntsoort3";"subtotaal1_bedrag3";"subtotaal2_muntsoort1";"subtotaal2_bedrag1";"subtotaal2_muntsoort2";"subtotaal2_bedrag2";"subtotaal2_muntsoort3";"subtotaal2_bedrag3";"totaal_muntsoort1";"totaal_bedrag1";"totaal_muntsoort2";"totaal_bedrag2";"totaal_muntsoort3";"totaal_bedrag3";"totaal_muntsoort4";"totaal_bedrag4";"totaal_muntsoort5";"totaal_bedrag5";"privilege";"opmerking_bron";"opmerking_invoerder";"naam_invoerder";"datum_opgevoerd";"dirnummer";"tonnage";"belasting_korting";"hulp";"hulp1";"hulp2"
"983316";"28";"4";"1806";"186";"Lorents L.";"";"";"Bruin";"Kiøbenhavn";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 31 1/2 læst.";"";"";"";" "
"983323";"28";"4";"1806";"187";"Jørgen J.";"";"";"Holte";"Kiøbenhavn";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 38 læster";"";"";"";" "
"983334";"28";"4";"1806";"188";"Berendt";"";"";"Elle";"Sogndahl";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1";"";"";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 16 læster";"";"";"";" "
"983348";"28";"4";"1806";"189";"Mads";"";"";"Lauritzen";"Fahnøe";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1";"";"";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 13 læster";"";"";"";" "
"983353";"1";"11";"1806";"1621";"Joh. J.";"";"";"Fenger";"Kiøbenhavn";"Føring";"Daler";"3";"Skilling";"22";"";"";"Daler";"88 1/2";"Skilling";"16";"";"";"Daler";"85";"Skilling";"18";"";"";"Daler";"89";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"14-06-11";"288";"";"";"";"";" "
"983364";"28";"4";"1806";"190";"Besse";"";"";"Bessesen";"Christiansand";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"2";"";"";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"";"";"";"";" "
"983369";"28";"4";"1806";"191";"Anders";"";"";"Svendsen";"Bergen";"Føring";"Skilling";"8";"";"";"";"";"Daler";"7";"Skilling";"2";"";"";"Daler";"6 1/2";"Skilling";"18";"";"";"Daler";"10 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"";"";"";"";" "
"983379";"29";"4";"1806";"192";"Lars";"";"";"Reinersen";"Listeramt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 11 læster";"";"";"";" "
"983390";"29";"4";"1806";"193";"Poul";"";"";"Sørensen";"Thiømøe";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 27 læster";"";"";"";" "
"983401";"29";"4";"1806";"194";"Michael L.";"";"";"Smith";"Friderichstad";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Daler";"1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"14-06-11";"287";"Skibet drægtig 31 læster";"";"";"";" "
