"id_doorvaart";"dag";"maand";"jaar";"volgnummer";"schipper_voornamen";"schipper_patroniem";"schipper_tussenvoegsel";"schipper_achternaam";"schipper_plaatsnaam";"soort_korting";"korting_muntsoort1";"korting_bedrag1";"korting_muntsoort2";"korting_bedrag2";"korting_muntsoort3";"korting_bedrag3";"subtotaal1_muntsoort1";"subtotaal1_bedrag1";"subtotaal1_muntsoort2";"subtotaal1_bedrag2";"subtotaal1_muntsoort3";"subtotaal1_bedrag3";"subtotaal2_muntsoort1";"subtotaal2_bedrag1";"subtotaal2_muntsoort2";"subtotaal2_bedrag2";"subtotaal2_muntsoort3";"subtotaal2_bedrag3";"totaal_muntsoort1";"totaal_bedrag1";"totaal_muntsoort2";"totaal_bedrag2";"totaal_muntsoort3";"totaal_bedrag3";"totaal_muntsoort4";"totaal_bedrag4";"totaal_muntsoort5";"totaal_bedrag5";"privilege";"opmerking_bron";"opmerking_invoerder";"naam_invoerder";"datum_opgevoerd";"dirnummer";"tonnage";"belasting_korting";"hulp";"hulp1";"hulp2"
"976486";"28";"6";"1803";"1466";"Alexander";"";"";"Smarth";"Dundee";"Føring";"Daler";"2 1/2";"Skilling";"2";"";"";"Daler";"63 1/2";"Skilling";"2";"";"";"Daler";"61";"";"";"";"";"Daler";"65";"";"";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976619";"28";"6";"1803";"1467";"William";"";"";"Johnson";"Whitby";"Føring";"Daler";"2 1/2";"Skilling";"9";"";"";"Daler";"69";"Skilling";"9";"";"";"Daler";"66 1/2";"";"";"";"";"Daler";"70 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976638";"28";"6";"1803";"1469";"John";"";"";"Rattely";"Dundee";"Føring";"Daler";"3";"Skilling";"16";"";"";"Daler";"83 1/2";"Skilling";"4";"";"";"Daler";"80";"Skilling";"12";"";"";"Daler";"84";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976661";"28";"6";"1803";"1468";"Christopher";"";"";"Rowland";"Whitby";"Føring";"Daler";"2 1/2";"Skilling";"18";"";"";"Daler";"72";"";"";"";"";"Daler";"69";"Skilling";"6";"";"";"Daler";"73";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976672";"28";"6";"1803";"1470";"George";"";"";"Spiirs";"Newcastle";"Føring";"Daler";"3";"Skilling";"18";"";"";"Daler";"86";"";"";"";"";"Daler";"82 1/2";"Skilling";"6";"";"";"Daler";"86 1/2";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976688";"28";"6";"1803";"1471";"John";"";"";"Hewland";"London";"Føring";"Daler";"3 1/2";"Skilling";"13";"";"";"Daler";"94 1/2";"Skilling";"13";"";"";"Daler";"91";"";"";"";"";"Daler";"95";"";"";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976710";"28";"6";"1803";"1472";"George";"";"";"Hutchinson";"London";"Føring";"Daler";"3 1/2";"Skilling";"13";"";"";"Daler";"96 1/2";"Skilling";"1";"";"";"Daler";"92 1/2";"Skilling";"12";"";"";"Daler";"96 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976729";"28";"6";"1803";"1473";"James";"";"";"Flatherstone";"Hull";"Føring";"Daler";"4";"Skilling";"3";"";"";"Daler";"102";"Skilling";"21";"";"";"Daler";"98";"Skilling";"18";"";"";"Daler";"102";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976776";"28";"6";"1803";"1474";"James";"";"";"Lyall";"Montrose";"Føring";"Daler";"4";"Skilling";"9";"";"";"Daler";"105";"Skilling";"15";"";"";"Daler";"101";"Skilling";"6";"";"";"Daler";"105";"Skilling";"6";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976846";"28";"6";"1803";"1475";"William";"";"";"Wharton";"Hull";"Føring";"Daler";"4 1/2";"Skilling";"9";"";"";"Daler";"119 1/2";"Skilling";"9";"";"";"Daler";"115";"";"";"";"";"Daler";"119";"";"";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976870";"28";"6";"1803";"1476";"Thomas";"";"";"Hill";"Scarborough";"Føring";"Daler";"5";"Skilling";"12";"";"";"Daler";"132";"";"";"";"";"Daler";"126 1/2";"Skilling";"12";"";"";"Daler";"130 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976877";"28";"6";"1803";"1477";"Thomas";"";"";"Voice";"Chester";"Føring";"Daler";"5 1/2";"Skilling";"21";"";"";"Daler";"151";"Skilling";"21";"";"";"Daler";"145 1/2";"";"";"";"";"Daler";"149 1/2";"";"";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976961";"28";"6";"1803";"1478";"Henry";"";"";"Parker";"Leverpoole";"Føring";"Daler";"5 1/2";"Skilling";"14";"";"";"Daler";"145 1/2";"Skilling";"2";"";"";"Daler";"139 1/2";"Skilling";"12";"";"";"Daler";"143 1/2";"Skilling";"12";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
"976981";"28";"6";"1803";"1479";"Robert";"";"";"Bulmer";"Stockton";"Føring";"Daler";"6";"Skilling";"9";"";"";"Daler";"156";"Skilling";"3";"";"";"Daler";"149 1/2";"Skilling";"18";"";"";"Daler";"153 1/2";"Skilling";"18";"";"";"";"";"";"";"";"";"";"";"08-06-11";"284";"";"";"";"";" "
